age,work_class,education,education_degree,marital_status,job,relationship,race,sex,capital_gain,capital_loss,hours_per_week,birthplace,income
24,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,United-States,low
36,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,low
31,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,low
66,,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,20,United-States,low
47,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,low
55,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,low
32,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,35,United-States,low
48,Private,Some-college,10,Separated,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,low
21,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Other,Male,0,0,35,United-States,low
33,Private,Assoc-acdm,12,Married-spouse-absent,Prof-specialty,Own-child,White,Female,0,0,40,United-States,low
27,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,48,,low
47,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,low
18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,low
44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,high
23,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,37,Mexico,low
18,Private,10th,6,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,low
56,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,low
24,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,low
43,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,high
23,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,60,United-States,low
26,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,42,United-States,low
42,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Male,0,0,40,United-States,low
23,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,low
53,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
40,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,low
27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,low
24,Local-gov,Some-college,10,Separated,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,low
42,Private,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Female,0,0,40,United-States,low
41,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,low
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,low
42,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,low
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,high
63,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,low
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
18,Self-emp-not-inc,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,4,United-States,low
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,low
24,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,low
55,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
31,Private,Some-college,10,Divorced,Sales,Own-child,White,Female,0,0,30,United-States,low
23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,low
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,low
51,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,low
19,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,Female,0,0,30,United-States,low
38,Local-gov,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,low
70,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,low
53,Private,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low
59,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,high
39,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States,low
18,Private,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,low
41,,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,30,United-States,low
19,,Some-college,10,Never-married,,Own-child,White,Male,0,0,10,United-States,low
24,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,low
25,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,low
32,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,Jamaica,low
35,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,low
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,low
37,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,low
30,Private,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,36,United-States,low
22,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,low
50,Local-gov,Some-college,10,Separated,Other-service,Unmarried,Black,Female,0,0,28,United-States,low
70,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,23,United-States,low
43,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
77,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low
30,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
33,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,39,United-States,low
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,12,United-States,low
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,low
27,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,low
35,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,low
32,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,55,United-States,low
41,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,25,United-States,high
37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
17,Private,11th,7,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,low
50,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,high
31,,HS-grad,9,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,low
54,State-gov,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,low
23,State-gov,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,low
40,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,low
38,Private,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,35,,low
30,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,low
20,Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,8,India,low
43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,low
25,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,25,United-States,low
39,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,high
48,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,high
41,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,low
24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,low
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Yugoslavia,low
25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,low
57,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,high
39,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,Puerto-Rico,high
66,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
34,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,low
46,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,low
42,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,low
34,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,low
43,Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,40,United-States,low
42,Private,Some-college,10,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,United-States,low
31,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,low
70,,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,30,United-States,low
32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,low
46,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Germany,high
42,Self-emp-inc,7th-8th,4,Divorced,Craft-repair,Unmarried,White,Male,0,0,25,United-States,low
21,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,low
24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,low
23,Private,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,55,United-States,low
37,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,low
19,,11th,7,Never-married,,Unmarried,White,Female,0,0,30,United-States,low
44,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,high
29,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,low
30,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,24,United-States,low
36,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,low
49,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,low
29,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low
45,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,low
75,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,20,United-States,high
42,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,,low
37,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,low
51,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,25,United-States,low
61,Local-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,low
50,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,low
59,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,low
25,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,low
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,low
56,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,high
44,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,low
35,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,low
57,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,low
27,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,low
30,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,40,,low
46,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,low
48,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,high
61,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,high
33,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,87,United-States,low
40,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,low
58,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,high
35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
51,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,low
37,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,low
41,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,54,United-States,low
44,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,88,United-States,low
41,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,48,United-States,high
37,Private,9th,5,Separated,Priv-house-serv,Unmarried,White,Female,0,0,16,Mexico,low
34,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,low
24,Federal-gov,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,,low
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,low
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,low
28,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,low
20,Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,45,United-States,low
22,Federal-gov,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,8,United-States,low
55,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,73,United-States,low
20,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,low
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,low
20,Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,70,United-States,low
40,Private,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,low
33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,high
54,,Some-college,10,Divorced,,Own-child,White,Male,0,0,50,United-States,low
24,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,low
25,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,46,United-States,low
18,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,low
49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,low
17,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,17,United-States,low
34,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,low
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,high
49,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,high
37,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,low
40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,high
44,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,Puerto-Rico,low
40,Private,10th,6,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,32,United-States,low
58,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Greece,low
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
42,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,high
39,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,18,United-States,low
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,low
29,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,low
34,Federal-gov,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,low
38,,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,15,United-States,low
54,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,United-States,low
40,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,37,United-States,low
19,Private,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,25,United-States,low
33,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,low
80,Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,low
24,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,low
28,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,low
55,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,high
21,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,low
51,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,low
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,low
42,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,24,United-States,low
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,low
20,,Some-college,10,Never-married,,Own-child,Black,Female,0,0,40,United-States,low
51,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,low
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,low
37,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,low
40,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,low
55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
33,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,32,United-States,low
47,Private,10th,6,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,low
26,Private,12th,8,Never-married,Sales,Other-relative,Black,Male,0,0,51,United-States,low
59,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,20,Puerto-Rico,low
70,Local-gov,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,17,United-States,low
26,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,low
47,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,low
25,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,low
46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
67,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,20,United-States,low
34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,high
22,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,low
39,Local-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,42,United-States,low
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,low
24,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,low
37,Private,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,low
41,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,low
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,33,United-States,low
39,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,low
26,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,low
37,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,high
43,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,high
54,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
53,Self-emp-inc,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,high
57,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,low
28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
29,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,low
21,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,low
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
46,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low
50,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,United-States,high
50,Self-emp-not-inc,HS-grad,9,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,48,South,low
36,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,low
31,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,low
20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,low
36,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,low
38,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,low
37,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,high
18,Private,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,36,United-States,low
33,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,low
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,low
37,Private,Bachelors,13,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,36,Philippines,low
25,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,low
51,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,low
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
54,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,low
66,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,30,United-States,low
32,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,13,United-States,low
37,Self-emp-not-inc,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,55,United-States,high
29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,high
45,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,37,United-States,low
61,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,low
40,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,low
24,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,49,United-States,low
49,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,38,United-States,low
34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low
28,,HS-grad,9,Separated,,Unmarried,White,Female,0,0,40,Mexico,low
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,low
30,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,low
26,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,low
63,Private,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,low
36,Private,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,White,Male,0,0,55,Iran,low
63,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
22,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,10,United-States,low
40,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,high
31,Private,7th-8th,4,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,low
49,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Canada,low
23,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,low
34,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,low
28,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,high
33,Private,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,low
17,,11th,7,Never-married,,Own-child,White,Female,0,0,8,United-States,low
61,Private,9th,5,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,low
53,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,low
26,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,high
48,Private,Some-college,10,Widowed,Sales,Unmarried,White,Male,0,0,50,United-States,high
28,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,high
30,,Bachelors,13,Never-married,,Not-in-family,Asian-Pac-Islander,Female,0,0,50,Taiwan,low
29,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,low
25,Private,Some-college,10,Divorced,Tech-support,Own-child,White,Female,0,0,40,United-States,low
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low
